meta_data1,meta_data2
"00187-trunc-0.60-c_no_angles_26,58--0,2-0,6-837,2999877929688.png",27
"00187-trunc-0.60-c_no_angles_26,78--0,4-0,6-744,9000244140625.png",22
"00187-trunc-0.60-c_no_angles_27,61--0,2-0,6-732,4000244140625.png",32
"00187-trunc-0.60-c_no_angles_27,79--0,3-0,6-578,2999877929688.png",27
"00187-trunc-0.60-c_no_angles_27,94--0,2-0,6-636,5999755859375.png",32
"00187-trunc-0.60-c_no_angles_28,0--0,2-0,6-715,5.png",32
"00187-trunc-0.60-c_no_angles_28,36--0,1-0,6-813,5.png",31
"00187-trunc-0.60-c_no_angles_28,46--0,3-0,6-701,2999877929688.png",30
"00187-trunc-0.60-c_no_angles_28,59--0,4-0,6-687,5.png",28
"00187-trunc-0.60-c_no_angles_28,64--0,2-0,6-651,4000244140625.png",34
"00187-trunc-0.60-c_no_angles_28,67--0,2-0,6-713,7999877929688.png",24
"00187-trunc-0.60-c_no_angles_28,68--0,4-0,6-732,0.png",25
"00187-trunc-0.60-c_no_angles_28,92--0,2-0,6-876,2000122070312.png",27
"00187-trunc-0.60-c_no_angles_29,18--0,3-0,6-679,0999755859375.png",31
"00187-trunc-0.60-c_no_angles_29,63--0,3-0,6-664,7999877929688.png",32
"00187-trunc-0.60-c_no_angles_3,18--0,8-0,6-662,9000244140625.png",5
"00187-trunc-0.60-c_no_angles_3,5--0,9-0,6-807,4000244140625.png",2
"00187-trunc-0.60-c_no_angles_3,6--0,8-0,6-713,0.png",9
"00187-trunc-0.60-c_no_angles_3,87--0,9-0,6-752,5.png",5
"00187-trunc-0.60-c_no_angles_30,02--0,4-0,6-782,7000122070312.png",28
"00187-trunc-0.60-c_no_angles_30,04--0,3-0,6-654,5.png",33
"00187-trunc-0.60-c_no_angles_30,13--0,3-0,6-600,4000244140625.png",31
"00187-trunc-0.60-c_no_angles_30,35--0,3-0,6-656,2999877929688.png",26
"00187-trunc-0.60-c_no_angles_30,37--0,3-0,6-520,2999877929688.png",32
"00187-trunc-0.60-c_no_angles_30,45--0,1-0,6-726,2999877929688.png",34
"00187-trunc-0.60-c_no_angles_30,56--0,2-0,6-652,7999877929688.png",26
"00187-trunc-0.60-c_no_angles_30,64--0,1-0,6-609,4000244140625.png",32
"00187-trunc-0.60-c_no_angles_30,91--0,2-0,6-748,5.png",29
"00187-trunc-0.60-c_no_angles_30,99--0,2-0,6-752,4000244140625.png",31
"00187-trunc-0.60-c_no_angles_31,05--0,3-0,6-767,0999755859375.png",28
"00187-trunc-0.60-c_no_angles_31,1--0,6-0,6-687,4000244140625.png",32
"00187-trunc-0.60-c_no_angles_31,2--0,2-0,6-675,4000244140625.png",35
"00187-trunc-0.60-c_no_angles_31,46--0,1-0,6-600,2000122070312.png",36
"00187-trunc-0.60-c_no_angles_31,51--0,2-0,6-646,2999877929688.png",34
"00187-trunc-0.60-c_no_angles_31,55--0,3-0,6-689,7000122070312.png",29
"00187-trunc-0.60-c_no_angles_31,6--0,3-0,6-583,5999755859375.png",28
"00187-trunc-0.60-c_no_angles_31,72-0,0-0,6-849,0999755859375.png",38
"00187-trunc-0.60-c_no_angles_31,74--0,3-0,6-670,5999755859375.png",32
"00187-trunc-0.60-c_no_angles_31,85--0,2-0,6-779,5.png",27
"00187-trunc-0.60-c_no_angles_31,96--0,0-0,6-835,2999877929688.png",34
"00187-trunc-0.60-c_no_angles_32,16--0,2-0,6-736,2000122070312.png",33
"00187-trunc-0.60-c_no_angles_32,34-0,0-0,6-614,7999877929688.png",42
"00187-trunc-0.60-c_no_angles_32,52--0,2-0,6-738,0999755859375.png",33
"00187-trunc-0.60-c_no_angles_33,01-0,1-0,6-643,2999877929688.png",42
"00187-trunc-0.60-c_no_angles_33,22--0,1-0,6-728,0.png",33
"00187-trunc-0.60-c_no_angles_33,26--0,1-0,6-774,0.png",32
"00187-trunc-0.60-c_no_angles_33,51--0,1-0,6-824,5999755859375.png",31
"00187-trunc-0.60-c_no_angles_33,62-0,1-0,6-721,9000244140625.png",46
"00187-trunc-0.60-c_no_angles_33,85--0,3-0,6-794,5.png",30
"00187-trunc-0.60-c_no_angles_34,0--0,3-0,6-682,0999755859375.png",31
"00187-trunc-0.60-c_no_angles_34,1--0,1-0,6-698,0.png",33
"00187-trunc-0.60-c_no_angles_34,26--0,4-0,6-619,7999877929688.png",24
"00187-trunc-0.60-c_no_angles_34,41--0,2-0,6-695,0999755859375.png",37
"00187-trunc-0.60-c_no_angles_34,45--0,2-0,6-798,5999755859375.png",30
"00187-trunc-0.60-c_no_angles_34,53--0,1-0,6-712,0.png",36
"00187-trunc-0.60-c_no_angles_34,61-0,0-0,6-758,2999877929688.png",36
"00187-trunc-0.60-c_no_angles_34,72--0,2-0,6-477,6000061035156.png",34
"00187-trunc-0.60-c_no_angles_34,97--0,3-0,6-729,5.png",29
"00187-trunc-0.60-c_no_angles_35,24--0,1-0,6-898,9000244140625.png",35
"00187-trunc-0.60-c_no_angles_35,35--0,1-0,6-561,2000122070312.png",33
"00187-trunc-0.60-c_no_angles_35,87--0,2-0,6-655,0.png",36
"00187-trunc-0.60-c_no_angles_36,31-0,1-0,6-776,0999755859375.png",37
"00187-trunc-0.60-c_no_angles_36,4--0,1-0,6-720,7000122070312.png",33
"00187-trunc-0.60-c_no_angles_36,62-0,0-0,6-605,4000244140625.png",36
"00187-trunc-0.60-c_no_angles_37,06--0,0-0,6-604,5.png",39
"00187-trunc-0.60-c_no_angles_37,53--0,1-0,6-576,4000244140625.png",33
"00187-trunc-0.60-c_no_angles_37,83--0,3-0,6-754,9000244140625.png",37
"00187-trunc-0.60-c_no_angles_37,85-0,0-0,6-630,2999877929688.png",39
"00187-trunc-0.60-c_no_angles_38,24--0,1-0,6-627,5999755859375.png",37
"00187-trunc-0.60-c_no_angles_38,3--0,2-0,6-723,2000122070312.png",31
"00187-trunc-0.60-c_no_angles_38,45-0,0-0,6-587,2000122070312.png",42
"00187-trunc-0.60-c_no_angles_38,81--0,0-0,6-848,7000122070312.png",39
"00187-trunc-0.60-c_no_angles_38,93-0,1-0,6-778,0999755859375.png",38
"00187-trunc-0.60-c_no_angles_38,99-0,1-0,6-647,0999755859375.png",43
"00187-trunc-0.60-c_no_angles_39,12-0,1-0,6-646,4000244140625.png",39
"00187-trunc-0.60-c_no_angles_39,16--0,1-0,6-479,3999938964844.png",34
"00187-trunc-0.60-c_no_angles_39,16--0,1-0,6-617,2000122070312.png",39
"00187-trunc-0.60-c_no_angles_39,31--0,1-0,6-689,7000122070312.png",35
"00187-trunc-0.60-c_no_angles_39,5--0,1-0,6-828,2000122070312.png",36
"00187-trunc-0.60-c_no_angles_39,54-0,1-0,6-594,2999877929688.png",40
"00187-trunc-0.60-c_no_angles_39,61-0,1-0,6-840,2000122070312.png",42
"00187-trunc-0.60-c_no_angles_39,71-0,0-0,6-575,9000244140625.png",45
"00187-trunc-0.60-c_no_angles_4,1--0,9-0,6-834,4000244140625.png",3
"00187-trunc-0.60-c_no_angles_4,37--0,9-0,6-618,0999755859375.png",4
"00187-trunc-0.60-c_no_angles_4,47--0,9-0,6-684,7999877929688.png",3
"00187-trunc-0.60-c_no_angles_4,54--0,8-0,6-588,0.png",7
"00187-trunc-0.60-c_no_angles_4,81--0,9-0,6-720,9000244140625.png",3
"00187-trunc-0.60-c_no_angles_40,11-0,0-0,6-655,7999877929688.png",40
"00187-trunc-0.60-c_no_angles_40,38--0,0-0,6-797,4000244140625.png",39
"00187-trunc-0.60-c_no_angles_40,58-0,0-0,6-740,2000122070312.png",36
"00187-trunc-0.60-c_no_angles_40,79--0,1-0,6-650,5999755859375.png",37
"00187-trunc-0.60-c_no_angles_40,98-0,3-0,6-532,7000122070312.png",53
"00187-trunc-0.60-c_no_angles_41,29-0,0-0,6-858,5999755859375.png",42
"00187-trunc-0.60-c_no_angles_41,45-0,0-0,6-673,2000122070312.png",40
"00187-trunc-0.60-c_no_angles_41,52-0,2-0,6-490,29998779296875.png",44
"00187-trunc-0.60-c_no_angles_42,42-0,0-0,6-740,5.png",43
"00187-trunc-0.60-c_no_angles_42,56--0,0-0,6-509,79998779296875.png",40
"00187-trunc-0.60-c_no_angles_42,65-0,0-0,6-656,2000122070312.png",38
"00187-trunc-0.60-c_no_angles_42,82-0,3-0,6-780,7000122070312.png",47
"00187-trunc-0.60-c_no_angles_43,05-0,4-0,6-683,4000244140625.png",51
"00187-trunc-0.60-c_no_angles_43,73-0,1-0,6-801,7999877929688.png",46
"00187-trunc-0.60-c_no_angles_44,36-0,4-0,6-713,2999877929688.png",53
"00187-trunc-0.60-c_no_angles_44,58-0,0-0,6-605,0999755859375.png",32
"00187-trunc-0.60-c_no_angles_44,81--0,0-0,6-645,5999755859375.png",38
"00187-trunc-0.60-c_no_angles_45,17-0,3-0,6-606,2999877929688.png",46
"00187-trunc-0.60-c_no_angles_45,3-0,1-0,6-683,9000244140625.png",45
"00187-trunc-0.60-c_no_angles_45,8-0,2-0,6-746,5999755859375.png",43
"00187-trunc-0.60-c_no_angles_46,15-0,2-0,6-552,7000122070312.png",45
"00187-trunc-0.60-c_no_angles_46,27-0,1-0,6-686,0999755859375.png",41
"00187-trunc-0.60-c_no_angles_46,27-0,3-0,6-714,2999877929688.png",44
"00187-trunc-0.60-c_no_angles_46,28-0,4-0,6-814,7999877929688.png",49
"00187-trunc-0.60-c_no_angles_46,32-0,3-0,6-615,0.png",50
"00187-trunc-0.60-c_no_angles_46,5-0,1-0,6-534,0.png",44
"00187-trunc-0.60-c_no_angles_47,0-0,1-0,6-787,0.png",39
"00187-trunc-0.60-c_no_angles_47,11-0,3-0,6-622,7000122070312.png",44
"00187-trunc-0.60-c_no_angles_47,13-0,2-0,6-692,9000244140625.png",44
"00187-trunc-0.60-c_no_angles_47,32-0,3-0,6-730,9000244140625.png",44
"00187-trunc-0.60-c_no_angles_47,46-0,2-0,6-619,0999755859375.png",39
"00187-trunc-0.60-c_no_angles_47,53-0,4-0,6-709,0.png",53
"00187-trunc-0.60-c_no_angles_47,62-0,1-0,6-598,2000122070312.png",44
"00187-trunc-0.60-c_no_angles_47,62-0,3-0,6-738,0999755859375.png",51
"00187-trunc-0.60-c_no_angles_48,04-0,4-0,6-682,2999877929688.png",56
"00187-trunc-0.60-c_no_angles_48,16-0,3-0,6-414,8999938964844.png",50
"00187-trunc-0.60-c_no_angles_48,19-0,3-0,6-580,0999755859375.png",54
"00187-trunc-0.60-c_no_angles_48,38-0,2-0,6-737,0999755859375.png",45
"00187-trunc-0.60-c_no_angles_48,53-0,5-0,6-746,2000122070312.png",57
"00187-trunc-0.60-c_no_angles_48,54-0,4-0,6-656,9000244140625.png",55
"00187-trunc-0.60-c_no_angles_48,61-0,3-0,6-653,9000244140625.png",52
"00187-trunc-0.60-c_no_angles_48,71-0,3-0,6-702,0.png",48
"00187-trunc-0.60-c_no_angles_48,79-0,3-0,6-780,0.png",50
"00187-trunc-0.60-c_no_angles_49,38-0,4-0,6-805,2999877929688.png",56
"00187-trunc-0.60-c_no_angles_49,56-0,3-0,6-698,0999755859375.png",47
"00187-trunc-0.60-c_no_angles_49,62-0,4-0,6-672,7999877929688.png",49
"00187-trunc-0.60-c_no_angles_49,77-0,4-0,6-595,7999877929688.png",50
"00187-trunc-0.60-c_no_angles_49,84-0,3-0,6-781,4000244140625.png",49
"00187-trunc-0.60-c_no_angles_49,9-0,3-0,6-586,0.png",49
"00187-trunc-0.60-c_no_angles_5,26--0,9-0,6-604,5.png",4
"00187-trunc-0.60-c_no_angles_5,47--0,9-0,6-678,0999755859375.png",3
"00187-trunc-0.60-c_no_angles_5,48--0,9-0,6-860,5.png",3
"00187-trunc-0.60-c_no_angles_5,58--0,8-0,6-665,9000244140625.png",9
"00187-trunc-0.60-c_no_angles_5,63--0,6-0,6-507,5.png",13
"00187-trunc-0.60-c_no_angles_5,86--0,9-0,6-776,2000122070312.png",4
"00187-trunc-0.60-c_no_angles_5,89--0,9-0,6-859,0999755859375.png",5
"00187-trunc-0.60-c_no_angles_5,98--0,8-0,6-770,9000244140625.png",6
"00187-trunc-0.60-c_no_angles_50,0-0,4-0,6-704,5999755859375.png",46
"00187-trunc-0.60-c_no_angles_50,08-0,3-0,6-685,4000244140625.png",48
"00187-trunc-0.60-c_no_angles_50,34-0,3-0,6-596,5999755859375.png",49
"00187-trunc-0.60-c_no_angles_50,36-0,2-0,6-781,0.png",50
"00187-trunc-0.60-c_no_angles_50,48-0,4-0,6-759,4000244140625.png",53
"00187-trunc-0.60-c_no_angles_50,54-0,4-0,6-697,9000244140625.png",59
"00187-trunc-0.60-c_no_angles_50,69-0,5-0,6-734,5999755859375.png",56
"00187-trunc-0.60-c_no_angles_50,73-0,2-0,6-769,2999877929688.png",45
"00187-trunc-0.60-c_no_angles_50,76-0,3-0,6-743,0999755859375.png",45
"00187-trunc-0.60-c_no_angles_51,21-0,2-0,6-738,5.png",48
"00187-trunc-0.60-c_no_angles_51,58-0,3-0,6-634,4000244140625.png",48
"00187-trunc-0.60-c_no_angles_51,83-0,4-0,6-849,2999877929688.png",56
"00187-trunc-0.60-c_no_angles_52,31-0,3-0,6-605,7000122070312.png",49
"00187-trunc-0.60-c_no_angles_52,44-0,6-0,6-628,9000244140625.png",60
"00187-trunc-0.60-c_no_angles_52,63-0,3-0,6-758,2999877929688.png",45
"00187-trunc-0.60-c_no_angles_52,78-0,4-0,6-702,0999755859375.png",54
"00187-trunc-0.60-c_no_angles_52,87-0,2-0,6-670,4000244140625.png",49
"00187-trunc-0.60-c_no_angles_52,9-0,4-0,6-696,5.png",52
"00187-trunc-0.60-c_no_angles_52,93-0,5-0,6-596,2000122070312.png",53
"00187-trunc-0.60-c_no_angles_53,25-0,4-0,6-796,5.png",57
"00187-trunc-0.60-c_no_angles_53,53-0,4-0,6-638,2999877929688.png",57
"00187-trunc-0.60-c_no_angles_53,56-0,5-0,6-623,0.png",58
"00187-trunc-0.60-c_no_angles_53,74-0,5-0,6-482,70001220703125.png",55
"00187-trunc-0.60-c_no_angles_53,8-0,4-0,6-649,2000122070312.png",53
"00187-trunc-0.60-c_no_angles_53,88-0,5-0,6-566,7999877929688.png",58
"00187-trunc-0.60-c_no_angles_54,04-0,4-0,6-623,7000122070312.png",53
"00187-trunc-0.60-c_no_angles_54,57-0,4-0,6-560,2999877929688.png",53
"00187-trunc-0.60-c_no_angles_54,74-0,5-0,6-629,7999877929688.png",54
"00187-trunc-0.60-c_no_angles_54,95-0,4-0,6-691,5.png",54
"00187-trunc-0.60-c_no_angles_55,07-0,5-0,6-632,4000244140625.png",55
"00187-trunc-0.60-c_no_angles_55,5-0,6-0,6-761,4000244140625.png",54
"00187-trunc-0.60-c_no_angles_55,62-0,5-0,6-713,2999877929688.png",58
"00187-trunc-0.60-c_no_angles_56,24-0,5-0,6-828,0.png",62
"00187-trunc-0.60-c_no_angles_56,32-0,4-0,6-705,7000122070312.png",56
"00187-trunc-0.60-c_no_angles_56,36-0,4-0,6-646,4000244140625.png",53
"00187-trunc-0.60-c_no_angles_56,41-0,4-0,6-807,5999755859375.png",46
"00187-trunc-0.60-c_no_angles_56,47-0,5-0,6-789,0.png",54
"00187-trunc-0.60-c_no_angles_56,55-0,9-0,6-654,7000122070312.png",67
"00187-trunc-0.60-c_no_angles_56,96-0,7-0,6-591,4000244140625.png",63
"00187-trunc-0.60-c_no_angles_56,98-0,7-0,6-562,4000244140625.png",65
"00187-trunc-0.60-c_no_angles_57,04-0,6-0,6-491,1000061035156.png",65
"00187-trunc-0.60-c_no_angles_57,1-0,5-0,6-646,5.png",56
"00187-trunc-0.60-c_no_angles_57,15-0,5-0,6-623,7999877929688.png",56
"00187-trunc-0.60-c_no_angles_57,42-0,6-0,6-822,0.png",66
"00187-trunc-0.60-c_no_angles_57,85-0,5-0,6-594,5.png",59
"00187-trunc-0.60-c_no_angles_58,01-0,4-0,6-507,79998779296875.png",53
"00187-trunc-0.60-c_no_angles_58,12-0,5-0,6-620,5.png",60
"00187-trunc-0.60-c_no_angles_58,14-0,5-0,6-534,4000244140625.png",54
"00187-trunc-0.60-c_no_angles_58,43-0,5-0,6-520,5999755859375.png",53
"00187-trunc-0.60-c_no_angles_58,56-0,6-0,6-657,7999877929688.png",70
"00187-trunc-0.60-c_no_angles_59,11-0,4-0,6-741,4000244140625.png",59
"00187-trunc-0.60-c_no_angles_59,28-0,7-0,6-576,7999877929688.png",62
"00187-trunc-0.60-c_no_angles_59,28-0,7-0,6-778,5.png",59
"00187-trunc-0.60-c_no_angles_59,45-0,5-0,6-585,5999755859375.png",60
"00187-trunc-0.60-c_no_angles_59,77-0,6-0,6-677,5999755859375.png",59
"00187-trunc-0.60-c_no_angles_59,84-0,7-0,6-791,2999877929688.png",62
"00187-trunc-0.60-c_no_angles_6,22--0,9-0,6-735,5.png",5
"00187-trunc-0.60-c_no_angles_6,57--0,9-0,6-783,0999755859375.png",7
"00187-trunc-0.60-c_no_angles_6,96--0,9-0,6-570,9000244140625.png",3
"00187-trunc-0.60-c_no_angles_60,0-0,5-0,6-672,7000122070312.png",60
"00187-trunc-0.60-c_no_angles_60,09-0,6-0,6-653,2000122070312.png",61
"00187-trunc-0.60-c_no_angles_60,42-0,5-0,6-488,5.png",54
"00187-trunc-0.60-c_no_angles_60,51-0,4-0,6-687,7000122070312.png",58
"00187-trunc-0.60-c_no_angles_60,57-0,5-0,6-799,7000122070312.png",59
"00187-trunc-0.60-c_no_angles_60,71-0,6-0,6-693,4000244140625.png",61
"00187-trunc-0.60-c_no_angles_60,82-0,4-0,6-673,0999755859375.png",54
"00187-trunc-0.60-c_no_angles_61,11-0,5-0,6-683,4000244140625.png",61
"00187-trunc-0.60-c_no_angles_61,37-0,6-0,6-637,5.png",58
"00187-trunc-0.60-c_no_angles_61,45-0,7-0,6-686,2999877929688.png",63
"00187-trunc-0.60-c_no_angles_61,66-0,5-0,6-646,0999755859375.png",61
"00187-trunc-0.60-c_no_angles_61,93-0,5-0,6-683,9000244140625.png",54
"00187-trunc-0.60-c_no_angles_62,13-0,7-0,6-680,9000244140625.png",62
"00187-trunc-0.60-c_no_angles_62,2-0,8-0,6-574,7000122070312.png",72
"00187-trunc-0.60-c_no_angles_62,25-0,5-0,6-724,5.png",59
"00187-trunc-0.60-c_no_angles_62,56-0,5-0,6-713,5999755859375.png",55
"00187-trunc-0.60-c_no_angles_62,72-0,7-0,6-659,2999877929688.png",65
"00187-trunc-0.60-c_no_angles_62,81-0,4-0,6-669,2000122070312.png",57
"00187-trunc-0.60-c_no_angles_62,9-0,8-0,6-626,7999877929688.png",61
"00187-trunc-0.60-c_no_angles_62,97-0,6-0,6-768,0.png",60
"00187-trunc-0.60-c_no_angles_63,1-0,7-0,6-587,5.png",62
"00187-trunc-0.60-c_no_angles_63,34-0,6-0,6-752,2000122070312.png",62
"00187-trunc-0.60-c_no_angles_63,49-0,7-0,6-708,4000244140625.png",64
"00187-trunc-0.60-c_no_angles_63,55-0,7-0,6-743,9000244140625.png",62
"00187-trunc-0.60-c_no_angles_63,56-0,7-0,6-733,2000122070312.png",60
"00187-trunc-0.60-c_no_angles_64,49-0,8-0,6-610,7999877929688.png",68
"00187-trunc-0.60-c_no_angles_64,49-0,8-0,6-706,0999755859375.png",76
"00187-trunc-0.60-c_no_angles_64,51-0,4-0,6-549,0.png",56
"00187-trunc-0.60-c_no_angles_64,91-0,7-0,6-553,5.png",66
"00187-trunc-0.60-c_no_angles_64,99-0,9-0,6-704,4000244140625.png",74
"00187-trunc-0.60-c_no_angles_65,05-0,6-0,6-625,0999755859375.png",56
"00187-trunc-0.60-c_no_angles_65,27-0,8-0,6-619,7000122070312.png",65
"00187-trunc-0.60-c_no_angles_65,28-0,8-0,6-770,5.png",66
"00187-trunc-0.60-c_no_angles_65,48-0,7-0,6-671,4000244140625.png",70
"00187-trunc-0.60-c_no_angles_65,51-0,5-0,6-522,2999877929688.png",56
"00187-trunc-0.60-c_no_angles_65,51-0,8-0,6-473,70001220703125.png",62
"00187-trunc-0.60-c_no_angles_66,11-0,8-0,6-484,6000061035156.png",66
"00187-trunc-0.60-c_no_angles_66,12-0,7-0,6-675,5.png",70
"00187-trunc-0.60-c_no_angles_66,46-0,8-0,6-611,9000244140625.png",74
"00187-trunc-0.60-c_no_angles_66,47-0,6-0,6-587,7999877929688.png",59
"00187-trunc-0.60-c_no_angles_67,3-0,9-0,6-573,5.png",73
"00187-trunc-0.60-c_no_angles_67,43-0,7-0,6-632,9000244140625.png",62
"00187-trunc-0.60-c_no_angles_67,73-0,6-0,6-726,0.png",69
"00187-trunc-0.60-c_no_angles_67,88-0,9-0,6-555,7999877929688.png",70
"00187-trunc-0.60-c_no_angles_68,0-0,6-0,6-773,7000122070312.png",57
"00187-trunc-0.60-c_no_angles_68,45-0,8-0,6-608,4000244140625.png",76
"00187-trunc-0.60-c_no_angles_68,52-0,7-0,6-549,5999755859375.png",60
"00187-trunc-0.60-c_no_angles_68,92-0,8-0,6-824,2999877929688.png",65
"00187-trunc-0.60-c_no_angles_69,02-0,6-0,6-685,2999877929688.png",66
"00187-trunc-0.60-c_no_angles_69,07-0,7-0,6-819,5.png",62
"00187-trunc-0.60-c_no_angles_69,28-0,8-0,6-658,0.png",64
"00187-trunc-0.60-c_no_angles_69,39-0,9-0,6-654,4000244140625.png",75
"00187-trunc-0.60-c_no_angles_69,46-0,9-0,6-605,0999755859375.png",72
"00187-trunc-0.60-c_no_angles_69,6-0,9-0,6-646,9000244140625.png",72
"00187-trunc-0.60-c_no_angles_69,78-0,9-0,6-661,7000122070312.png",76
"00187-trunc-0.60-c_no_angles_69,94-0,9-0,6-590,0.png",67
"00187-trunc-0.60-c_no_angles_7,22--0,9-0,6-578,7000122070312.png",4
"00187-trunc-0.60-c_no_angles_7,42--0,8-0,6-933,9000244140625.png",6
"00187-trunc-0.60-c_no_angles_7,47--0,9-0,6-804,7999877929688.png",3
"00187-trunc-0.60-c_no_angles_7,61--0,9-0,6-529,2999877929688.png",4
"00187-trunc-0.60-c_no_angles_7,84--0,9-0,6-832,2999877929688.png",4
"00187-trunc-0.60-c_no_angles_7,91--0,9-0,6-668,0999755859375.png",6
"00187-trunc-0.60-c_no_angles_70,38-0,8-0,6-586,5.png",80
"00187-trunc-0.60-c_no_angles_70,41-0,8-0,6-473,79998779296875.png",75
"00187-trunc-0.60-c_no_angles_70,56-0,8-0,6-782,9000244140625.png",67
"00187-trunc-0.60-c_no_angles_70,64-1,0-0,6-616,4000244140625.png",72
"00187-trunc-0.60-c_no_angles_70,65-1,0-0,6-577,5.png",80
"00187-trunc-0.60-c_no_angles_70,78-0,8-0,6-632,5.png",65
"00187-trunc-0.60-c_no_angles_71,33-0,8-0,6-690,7999877929688.png",74
"00187-trunc-0.60-c_no_angles_71,43-0,8-0,6-718,9000244140625.png",67
"00187-trunc-0.60-c_no_angles_71,91-1,0-0,6-698,0999755859375.png",76
"00187-trunc-0.60-c_no_angles_72,04-1,0-0,6-657,5999755859375.png",71
"00187-trunc-0.60-c_no_angles_72,18-0,9-0,6-691,2000122070312.png",75
"00187-trunc-0.60-c_no_angles_72,57-1,0-0,6-540,0999755859375.png",75
"00187-trunc-0.60-c_no_angles_72,7-1,0-0,6-825,9000244140625.png",74
"00187-trunc-0.60-c_no_angles_72,81-0,9-0,6-661,5999755859375.png",74
"00187-trunc-0.60-c_no_angles_72,84-0,8-0,6-634,2999877929688.png",72
"00187-trunc-0.60-c_no_angles_73,01-0,7-0,6-820,2000122070312.png",64
"00187-trunc-0.60-c_no_angles_73,46-0,9-0,6-609,2999877929688.png",66
"00187-trunc-0.60-c_no_angles_73,66-0,9-0,6-558,0.png",78
"00187-trunc-0.60-c_no_angles_73,68-1,0-0,6-525,0999755859375.png",72
"00187-trunc-0.60-c_no_angles_73,7-0,9-0,6-500,1000061035156.png",75
"00187-trunc-0.60-c_no_angles_73,75-0,8-0,6-636,5999755859375.png",65
"00187-trunc-0.60-c_no_angles_73,81-0,8-0,6-633,9000244140625.png",67
"00187-trunc-0.60-c_no_angles_74,51-1,0-0,6-710,5999755859375.png",76
"00187-trunc-0.60-c_no_angles_74,81-0,9-0,6-856,7999877929688.png",74
"00187-trunc-0.60-c_no_angles_74,87-0,8-0,6-621,2999877929688.png",71
"00187-trunc-0.60-c_no_angles_75,17-0,9-0,6-512,0999755859375.png",72
"00187-trunc-0.60-c_no_angles_75,57-0,9-0,6-742,0999755859375.png",71
"00187-trunc-0.60-c_no_angles_75,62-0,9-0,6-545,5999755859375.png",60
"00187-trunc-0.60-c_no_angles_75,68-0,7-0,6-659,9000244140625.png",65
"00187-trunc-0.60-c_no_angles_75,94-1,0-0,6-707,4000244140625.png",78
"00187-trunc-0.60-c_no_angles_8,07--0,8-0,6-676,4000244140625.png",8
"00187-trunc-0.60-c_no_angles_8,37--0,8-0,6-634,9000244140625.png",4
"00187-trunc-0.60-c_no_angles_8,98--0,8-0,6-801,7999877929688.png",4
"00187-trunc-0.60-c_no_angles_9,11--0,5-0,6-607,7999877929688.png",17
"00187-trunc-0.60-c_no_angles_9,23--0,9-0,6-847,7999877929688.png",3
"00187-trunc-0.60-c_no_angles_9,34--0,8-0,6-626,7999877929688.png",6
"00187-trunc-0.60-c_no_angles_9,76--0,7-0,6-603,0.png",9
"00187-trunc-0.60_fancy_age_0-10,0-0,6.png",11
"00187-trunc-0.60_fancy_age_0-10,1-0,6.png",10
"00187-trunc-0.60_fancy_age_0-10,6-0,6.png",10
"00187-trunc-0.60_fancy_age_0-11,0-0,6.png",8
"00187-trunc-0.60_fancy_age_0-12,0-0,6.png",10
"00187-trunc-0.60_fancy_age_0-12,9-0,6.png",11
"00187-trunc-0.60_fancy_age_0-15,4-0,6.png",15
"00187-trunc-0.60_fancy_age_0-15,5-0,6.png",12
"00187-trunc-0.60_fancy_age_0-15,8-0,6.png",16
"00187-trunc-0.60_fancy_age_0-16,9-0,6.png",16
"00187-trunc-0.60_fancy_age_0-17,1-0,6.png",15
"00187-trunc-0.60_fancy_age_0-17,6-0,6.png",15
"00187-trunc-0.60_fancy_age_0-18,7-0,6.png",13
"00187-trunc-0.60_fancy_age_0-20,5-0,6.png",18
"00187-trunc-0.60_fancy_age_0-23,4-0,6.png",18
"00187-trunc-0.60_fancy_age_0-25,6-0,6.png",20
"00187-trunc-0.60_fancy_age_0-25,7-0,6.png",26
"00187-trunc-0.60_fancy_age_0-7,3-0,6.png",9
"00187-trunc-0.60_fancy_age_0-7,8-0,6.png",8
"00187-trunc-0.60_fancy_age_10-11,2-0,6.png",14
"00187-trunc-0.60_fancy_age_10-17,7-0,6.png",14
"00187-trunc-0.60_fancy_age_10-17,9-0,6.png",13
"00187-trunc-0.60_fancy_age_10-19,7-0,6.png",17
"00187-trunc-0.60_fancy_age_10-19,9-0,6.png",18
"00187-trunc-0.60_fancy_age_10-21,5-0,6.png",22
"00187-trunc-0.60_fancy_age_10-22,2-0,6.png",22
"00187-trunc-0.60_fancy_age_10-22,4-0,6.png",19
"00187-trunc-0.60_fancy_age_10-22,5-0,6.png",18
"00187-trunc-0.60_fancy_age_10-23,9-0,6.png",28
"00187-trunc-0.60_fancy_age_10-24,5-0,6.png",27
"00187-trunc-0.60_fancy_age_10-24,7-0,6.png",20
"00187-trunc-0.60_fancy_age_10-24,8-0,6.png",29
"00187-trunc-0.60_fancy_age_10-25,0-0,6.png",17
"00187-trunc-0.60_fancy_age_10-25,5-0,6.png",26
"00187-trunc-0.60_fancy_age_10-25,6-0,6.png",18
"00187-trunc-0.60_fancy_age_10-25,8-0,6.png",23
"00187-trunc-0.60_fancy_age_10-26,2-0,6.png",22
"00187-trunc-0.60_fancy_age_15-13,8-0,6.png",15
"00187-trunc-0.60_fancy_age_15-20,5-0,6.png",17
